movie_id,title,release_year,genre,secondary_genre,language,country,studio,director,runtime_mins,budget_million_usd,revenue_million_usd,imdb_rating,metascore,votes,profit_million_usd,roi_pct,is_hit
1120,Final Empire,2011,Thriller,Comedy,English,UK,Walt Disney Studios,E. Muller,136,7.8,4.5,4.4,36,43695,-3.3,-42.3,0
1262,Rising Legacy,2011,Thriller,Drama,Hindi,Japan,Paramount,R. Patel,86,18.3,53.2,5.7,59,21498,34.9,190.7,1
1074,Final Redemption,2011,Comedy,Crime,English,China,Walt Disney Studios,P. Dubois,91,14.3,18.0,6.0,66,50676,3.7,25.9,0
1591,Endless Odyssey,2012,Adventure,,English,UK,Walt Disney Studios,V. Petrov,88,91.8,161.8,4.5,56,120482,70.0,76.3,0
1588,Endless Echo,2012,Crime,,Chinese,Australia,MGM,E. Muller,96,34.4,146.4,7.4,67,20437,112.0,325.6,1
1673,Broken Journey,2012,Drama,Comedy,English,South Korea,Lionsgate,D. Okafor,77,8.5,7.2,6.8,68,376583,-1.3,-15.3,0
1013,Lost Odyssey,2012,Comedy,Drama,Chinese,UK,Warner Bros,H. Cho,86,43.3,215.8,6.8,60,33847,172.5,398.4,1
1319,Eternal Redemption,2012,Comedy,,Korean,China,Lionsgate,T. Wilson,91,56.0,440.0,7.5,81,103136,384.0,685.7,1
1729,Forgotten Requiem,2012,Action,Crime,Hindi,India,Paramount,N. Rossi,94,112.8,1027.3,7.8,83,17617,914.5,810.7,1
1541,Endless Dawn,2012,Drama,,French,China,Warner Bros,K. Tanaka,116,36.1,168.4,5.8,57,4491,132.3,366.5,1
1530,Silent Odyssey,2012,Horror,Adventure,French,USA,Walt Disney Studios,K. Tanaka,115,35.0,52.7,8.1,95,5331,17.7,50.6,0
1245,Hidden Kingdom,2012,Thriller,Adventure,Spanish,Canada,Paramount,T. Wilson,152,7.4,20.6,7.0,79,6821,13.2,178.4,1
1398,Forgotten Empire,2012,Action,Drama,English,Japan,Warner Bros,P. Dubois,76,124.9,569.9,7.2,59,5243,445.0,356.3,1
1734,Silent Whisper,2012,Drama,Adventure,English,China,Paramount,P. Dubois,102,15.4,8.1,7.1,71,199924,-7.3,-47.4,0
1309,Endless Dawn,2012,Action,Drama,English,China,Paramount,L. Garcia,142,33.6,274.7,5.1,50,39516,241.1,717.6,1
1326,Eternal Requiem,2012,Romance,,English,USA,Warner Bros,N. Rossi,119,28.6,68.6,9.0,99,99867,40.0,139.9,1
1702,Golden Legacy,2012,Comedy,,English,India,Paramount,K. Tanaka,131,21.1,150.5,7.7,76,101893,129.4,613.3,1
1314,Dark Vengeance,2012,Romance,Adventure,Spanish,USA,Universal Pictures,H. Cho,109,36.1,37.8,7.3,70,3893,1.7,4.7,0
1338,Golden Requiem,2012,Thriller,,French,Japan,Legendary Pictures,D. Okafor,124,61.7,55.9,5.6,81,377,-5.8,-9.4,0
1682,Final Whisper,2012,Sci-Fi,Adventure,Hindi,Canada,Lionsgate,D. Okafor,126,35.2,62.6,5.2,46,347162,27.4,77.8,0
1376,Wild Chronicles,2012,Adventure,,English,Germany,Paramount,J. Nolan,90,49.7,301.3,6.9,72,40638,251.6,506.2,1
1356,Eternal Redemption,2012,Action,Romance,English,Germany,Lionsgate,A. Sharma,102,92.8,695.7,7.1,85,60149,602.9,649.7,1
1578,Broken Redemption,2012,Sci-Fi,Crime,Spanish,South Korea,Sony Pictures,B. Martinez,144,91.8,65.6,8.2,84,12234,-26.2,-28.5,0
1164,Dark Redemption,2012,Romance,Horror,English,UK,Warner Bros,A. Sharma,114,21.8,34.9,5.1,53,69667,13.1,60.1,0
1158,Lost Whisper,2012,Action,,Hindi,China,Legendary Pictures,K. Tanaka,121,85.6,250.6,8.9,87,13787,165.0,192.8,1
1165,Wild Redemption,2012,Adventure,Horror,English,South Korea,Paramount,P. Dubois,144,22.6,36.6,7.4,87,133117,14.0,61.9,0
1496,Broken Requiem,2012,Adventure,Drama,English,India,A24,V. Petrov,107,53.9,1262.1,6.3,51,29877,1208.2,2241.6,1
1043,Hidden Legacy,2012,Action,Adventure,Korean,China,A24,S. Kim,98,62.0,178.6,5.9,64,9804,116.6,188.1,1
1059,Golden Dawn,2012,Comedy,Horror,English,Australia,Walt Disney Studios,E. Muller,87,14.1,122.3,8.3,90,147818,108.2,767.4,1
1660,Hidden Chronicles,2012,Animation,Sci-Fi,English,South Korea,Legendary Pictures,V. Petrov,141,29.7,93.3,7.3,66,33393,63.6,214.1,1
1626,Shadow Empire,2012,Romance,Action,English,France,Walt Disney Studios,N. Rossi,100,36.6,173.0,6.0,74,3029,136.4,372.7,1
1296,Last Kingdom,2012,Thriller,Romance,Hindi,Australia,Sony Pictures,A. Sharma,126,46.5,115.1,6.3,56,57688,68.6,147.5,1
1748,Endless Kingdom,2012,Drama,Action,Japanese,Japan,MGM,A. Sharma,114,8.6,25.8,7.0,70,133779,17.2,200.0,1
1774,Final Frontier,2012,Animation,Action,Chinese,Canada,Paramount,S. Kim,98,84.4,796.4,5.4,64,174507,712.0,843.6,1
1429,Dark Vengeance,2012,Action,,Japanese,China,Legendary Pictures,A. Sharma,152,22.6,37.8,7.0,74,40984,15.2,67.3,0
1428,Broken Storm,2012,Drama,,Chinese,Germany,Walt Disney Studios,T. Wilson,125,15.2,21.2,7.9,77,31136,6.0,39.5,0
1177,Shadow Frontier,2012,Animation,Crime,English,China,Walt Disney Studios,P. Dubois,88,12.2,18.7,7.3,70,62419,6.5,53.3,0
1179,Wild Empire,2012,Crime,Sci-Fi,Chinese,Canada,Universal Pictures,E. Muller,117,60.8,322.1,6.4,82,11873,261.3,429.8,1
1033,Broken Vengeance,2012,Animation,,Hindi,USA,20th Century Studios,J. Nolan,115,95.0,217.4,6.1,56,81153,122.4,128.8,1
1796,Rising Dawn,2012,Action,Horror,English,Germany,Sony Pictures,J. Nolan,89,80.0,219.7,8.3,83,53392,139.7,174.6,1
1786,Last Frontier,2012,Sci-Fi,,Hindi,Australia,Paramount,H. Cho,123,14.0,76.3,6.7,60,3250,62.3,445.0,1
1023,Golden Dawn,2012,Sci-Fi,Romance,Chinese,China,Walt Disney Studios,P. Dubois,76,34.8,125.1,6.4,56,2576,90.3,259.5,1
1489,Endless Vengeance,2012,Drama,Sci-Fi,Korean,China,Paramount,K. Tanaka,136,51.3,272.3,6.3,60,13437,221.0,430.8,1
1060,Rising Kingdom,2012,Adventure,,French,Japan,Paramount,H. Cho,89,55.4,174.4,6.3,60,77142,119.0,214.8,1
1705,Eternal Storm,2013,Comedy,,Japanese,India,Warner Bros,R. Patel,144,51.7,31.7,6.7,54,5260,-20.0,-38.7,0
1111,Shadow Legacy,2013,Adventure,Horror,English,France,Warner Bros,E. Muller,125,25.7,8.1,6.3,64,30905,-17.6,-68.5,0
1282,Final Frontier,2013,Horror,Romance,Japanese,France,Walt Disney Studios,D. Okafor,131,22.4,99.5,5.0,45,35487,77.1,344.2,1
1348,Silent Journey,2013,Adventure,Romance,Korean,India,Warner Bros,B. Martinez,86,88.5,281.2,4.5,54,9258,192.7,217.7,1
1276,Forgotten Empire,2013,Thriller,Adventure,English,UK,Legendary Pictures,R. Patel,114,14.8,103.0,8.5,81,70478,88.2,595.9,1
1280,Eternal Journey,2013,Crime,Drama,Spanish,UK,Warner Bros,H. Cho,105,40.8,159.0,6.7,57,10169,118.2,289.7,1
1639,Shadow Dawn,2013,Animation,,Japanese,China,A24,T. Wilson,104,95.7,154.4,6.1,44,21250,58.7,61.3,0
1659,Rising Redemption,2013,Romance,Adventure,Japanese,South Korea,MGM,V. Petrov,130,13.9,16.2,7.0,62,5367,2.3,16.5,0
1242,Dark Kingdom,2013,Sci-Fi,Horror,English,UK,20th Century Studios,V. Petrov,118,116.1,40.4,5.7,50,36195,-75.7,-65.2,0
1367,Silent Whisper,2013,Comedy,,English,India,Paramount,B. Martinez,122,19.5,89.0,6.3,61,25250,69.5,356.4,1
1603,Endless Whisper,2013,Drama,Sci-Fi,Hindi,Canada,A24,V. Petrov,118,6.6,54.3,5.1,44,26204,47.7,722.7,1
1708,Shadow Dawn,2013,Thriller,,Hindi,UK,Paramount,S. Kim,81,5.8,6.2,9.3,81,336885,0.4,6.9,0
1687,Dark Whisper,2013,Sci-Fi,Drama,French,USA,Warner Bros,E. Muller,98,82.2,121.2,4.1,41,191699,39.0,47.4,0
1674,Hidden Redemption,2013,Horror,Crime,English,UK,Paramount,J. Nolan,131,13.3,17.9,7.1,73,48242,4.6,34.6,0
1051,Broken Whisper,2013,Crime,Romance,English,Canada,Paramount,A. Sharma,103,18.8,14.1,5.3,54,25990,-4.7,-25.0,0
1637,Lost Dawn,2013,Sci-Fi,Comedy,Chinese,France,Lionsgate,V. Petrov,94,85.4,58.4,7.1,74,2025,-27.0,-31.6,0
1662,Crimson Empire,2013,Sci-Fi,,English,France,20th Century Studios,A. Sharma,140,14.8,18.4,6.5,74,81684,3.6,24.3,0
1131,Wild Redemption,2013,Thriller,,Hindi,UK,20th Century Studios,J. Nolan,121,30.6,45.9,6.0,54,16178,15.3,50.0,0
1627,Endless Frontier,2013,Horror,,Spanish,Germany,Sony Pictures,A. Sharma,128,7.5,4.7,9.5,99,37042,-2.8,-37.3,0
1750,Dark Horizon,2013,Adventure,,English,USA,A24,J. Nolan,118,76.7,32.9,5.5,46,3386,-43.8,-57.1,0
1506,Forgotten Redemption,2013,Action,,English,Japan,A24,L. Garcia,136,118.4,646.0,5.0,53,65706,527.6,445.6,1
1473,Rising Echo,2013,Drama,Animation,English,UK,Walt Disney Studios,S. Kim,118,14.9,20.5,7.7,63,21123,5.6,37.6,0
1204,Endless Dawn,2013,Thriller,,English,Canada,Sony Pictures,P. Dubois,107,7.9,8.7,6.9,92,43700,0.8,10.1,0
1753,Golden Whisper,2013,Horror,Thriller,French,Australia,Paramount,L. Garcia,121,10.1,10.5,6.0,62,52350,0.4,4.0,0
1460,Rising Requiem,2013,Adventure,,English,China,Sony Pictures,B. Martinez,87,58.7,291.3,5.3,51,19496,232.6,396.3,1
1216,Shadow Dawn,2013,Thriller,,Hindi,France,Sony Pictures,V. Petrov,131,67.4,128.0,6.7,64,6786,60.6,89.9,0
1225,Final Kingdom,2013,Comedy,Crime,English,USA,Sony Pictures,T. Wilson,115,51.4,30.4,6.3,44,29425,-21.0,-40.9,0
1205,Dark Vengeance,2013,Horror,Drama,English,UK,Sony Pictures,J. Nolan,122,28.8,72.9,7.5,82,21661,44.1,153.1,1
1513,Eternal Kingdom,2014,Drama,,Hindi,South Korea,Sony Pictures,N. Rossi,143,21.5,22.0,6.7,62,116084,0.5,2.3,0
1631,Final Redemption,2014,Drama,Horror,English,Germany,Lionsgate,J. Nolan,85,17.8,16.0,8.2,85,15741,-1.8,-10.1,0
1076,Hidden Storm,2014,Romance,,Japanese,UK,Sony Pictures,J. Nolan,126,10.3,9.4,5.5,71,8291,-0.9,-8.7,0
1524,Hidden Chronicles,2014,Comedy,Sci-Fi,English,Japan,Warner Bros,A. Sharma,92,44.8,116.2,6.1,68,11382,71.4,159.4,1
1401,Forgotten Redemption,2014,Thriller,Drama,French,India,Legendary Pictures,R. Patel,130,56.3,188.8,6.9,73,13144,132.5,235.3,1
1406,Shadow Redemption,2014,Thriller,,English,France,Legendary Pictures,S. Kim,133,31.8,106.8,5.9,69,6522,75.0,235.8,1
1365,Crimson Requiem,2014,Horror,Comedy,Hindi,South Korea,Walt Disney Studios,A. Sharma,118,13.4,92.2,6.4,56,29289,78.8,588.1,1
1584,Golden Journey,2014,Adventure,Drama,English,USA,MGM,E. Muller,97,75.5,16.0,5.9,65,13794,-59.5,-78.8,0
1142,Shadow Storm,2014,Horror,Drama,English,France,Warner Bros,T. Wilson,82,25.5,132.2,6.8,60,134009,106.7,418.4,1
1144,Forgotten Empire,2014,Adventure,Crime,Chinese,USA,Legendary Pictures,M. Chen,130,11.8,30.6,5.2,48,162487,18.8,159.3,1
1124,Dark Horizon,2014,Comedy,,Chinese,USA,MGM,J. Nolan,106,31.6,60.2,6.1,54,62198,28.6,90.5,0
1257,Golden Vengeance,2014,Action,,English,India,Sony Pictures,B. Martinez,107,34.3,192.0,5.6,68,49798,157.7,459.8,1
1304,Hidden Whisper,2014,Adventure,,English,India,Warner Bros,B. Martinez,89,37.1,92.6,6.6,50,103758,55.5,149.6,1
1724,Golden Dawn,2014,Thriller,Drama,Chinese,UK,Sony Pictures,N. Rossi,155,57.4,71.0,8.1,79,471217,13.6,23.7,0
1012,Broken Redemption,2014,Adventure,Sci-Fi,English,Germany,Universal Pictures,A. Sharma,123,16.3,15.4,5.8,64,12725,-0.9,-5.5,0
1704,Dark Horizon,2014,Comedy,Action,French,China,Sony Pictures,N. Rossi,110,28.6,44.7,6.1,53,12667,16.1,56.3,0
1670,Last Legacy,2014,Drama,Adventure,English,Canada,A24,J. Nolan,123,27.9,90.4,6.0,72,213709,62.5,224.0,1
1184,Dark Odyssey,2014,Thriller,Action,English,USA,MGM,E. Muller,86,53.7,98.2,4.6,64,290104,44.5,82.9,0
1738,Eternal Horizon,2014,Crime,Adventure,English,South Korea,A24,P. Dubois,113,32.1,127.4,5.6,40,16045,95.3,296.9,1
1017,Eternal Legacy,2014,Adventure,Comedy,Hindi,Japan,MGM,J. Nolan,118,109.5,265.4,6.1,59,56659,155.9,142.4,1
1462,Broken Journey,2014,Drama,Thriller,English,India,Walt Disney Studios,E. Muller,97,39.4,85.7,3.7,16,12861,46.3,117.5,1
1221,Shadow Redemption,2014,Crime,,English,South Korea,Legendary Pictures,K. Tanaka,94,24.9,38.1,4.1,49,644755,13.2,53.0,0
1439,Eternal Odyssey,2014,Crime,Adventure,Japanese,South Korea,MGM,M. Chen,100,8.3,6.8,6.9,80,21707,-1.5,-18.1,0
1173,Eternal Chronicles,2014,Adventure,Thriller,English,South Korea,A24,P. Dubois,110,80.9,144.4,6.9,73,321917,63.5,78.5,0
1421,Final Chronicles,2014,Drama,,Spanish,UK,Warner Bros,P. Dubois,93,18.0,11.9,6.8,73,256481,-6.1,-33.9,0
1494,Silent Whisper,2014,Crime,,English,Australia,Paramount,P. Dubois,134,61.2,146.5,5.7,52,3800,85.3,139.4,1
1792,Rising Kingdom,2015,Drama,,English,India,Paramount,B. Martinez,130,8.3,17.7,7.8,71,29031,9.4,113.3,1
1046,Rising Storm,2015,Thriller,,English,Germany,Sony Pictures,L. Garcia,117,63.2,307.0,5.6,48,62420,243.8,385.8,1
1223,Shadow Echo,2015,Drama,Romance,French,Germany,Warner Bros,L. Garcia,140,27.0,46.8,8.5,89,148381,19.8,73.3,0
1001,Crimson Legacy,2015,Action,Comedy,English,Germany,A24,P. Dubois,157,48.2,448.8,9.3,84,56667,400.6,831.1,1
1484,Crimson Kingdom,2015,Horror,,English,USA,20th Century Studios,S. Kim,105,36.6,50.1,5.5,51,63930,13.5,36.9,0
1467,Broken Horizon,2015,Horror,Action,English,Germany,Paramount,K. Tanaka,161,9.0,5.5,7.5,64,12984,-3.5,-38.9,0
1465,Endless Vengeance,2015,Action,Crime,Hindi,Canada,Universal Pictures,E. Muller,122,136.2,957.9,5.5,55,204153,821.7,603.3,1
1459,Shadow Journey,2015,Thriller,Comedy,English,Canada,A24,N. Rossi,160,18.6,140.4,5.4,57,23973,121.8,654.8,1
1510,Forgotten Horizon,2015,Romance,,English,Canada,Universal Pictures,T. Wilson,145,45.4,123.6,7.5,68,26393,78.2,172.2,1
1206,Final Whisper,2015,Thriller,Crime,Korean,Germany,Paramount,K. Tanaka,75,21.0,50.6,5.4,61,77017,29.6,141.0,1
1334,Eternal Odyssey,2015,Animation,Adventure,Spanish,France,Sony Pictures,D. Okafor,97,70.6,177.4,5.3,40,6300,106.8,151.3,1
1538,Forgotten Horizon,2015,Crime,Horror,English,France,MGM,M. Chen,88,32.8,18.8,7.1,71,352488,-14.0,-42.7,0
1679,Last Echo,2015,Horror,Drama,Hindi,China,MGM,S. Kim,145,31.1,33.0,6.1,63,130705,1.9,6.1,0
1677,Lost Storm,2015,Adventure,Horror,Hindi,Australia,Walt Disney Studios,P. Dubois,132,17.5,31.9,8.0,78,25747,14.4,82.3,0
1678,Rising Odyssey,2015,Animation,Thriller,Spanish,France,Warner Bros,P. Dubois,106,12.7,27.0,6.1,73,229529,14.3,112.6,1
1320,Wild Legacy,2015,Action,Crime,Spanish,Japan,20th Century Studios,R. Patel,120,63.0,566.3,7.8,90,30896,503.3,798.9,1
1437,Lost Kingdom,2015,Sci-Fi,Action,Hindi,USA,MGM,M. Chen,81,44.6,15.7,7.6,76,39106,-28.9,-64.8,0
1440,Broken Chronicles,2015,Animation,Action,English,Australia,Universal Pictures,S. Kim,75,27.9,63.5,6.7,72,60238,35.6,127.6,1
1170,Shadow Dawn,2015,Horror,,English,Australia,Warner Bros,D. Okafor,129,22.8,38.0,6.0,66,107927,15.2,66.7,0
1476,Lost Echo,2015,Animation,Action,English,USA,Legendary Pictures,L. Garcia,143,92.4,467.9,6.7,57,22001,375.5,406.4,1
1445,Broken Chronicles,2015,Thriller,,Korean,Japan,MGM,H. Cho,80,30.7,34.6,6.4,66,139743,3.9,12.7,0
1210,Crimson Storm,2015,Action,Drama,Hindi,Germany,Warner Bros,L. Garcia,105,73.8,157.7,6.8,70,303566,83.9,113.7,1
1776,Endless Vengeance,2015,Drama,Sci-Fi,Hindi,China,Warner Bros,L. Garcia,119,42.9,59.0,7.2,75,33166,16.1,37.5,0
1077,Crimson Kingdom,2015,Animation,,Chinese,Canada,Legendary Pictures,P. Dubois,102,76.3,773.0,6.0,61,50043,696.7,913.1,1
1595,Shadow Storm,2015,Adventure,Thriller,English,Germany,Warner Bros,R. Patel,108,17.5,34.3,6.1,58,109488,16.8,96.0,0
1607,Shadow Whisper,2015,Drama,,English,USA,20th Century Studios,M. Chen,125,42.3,72.2,6.3,51,104288,29.9,70.7,0
1412,Lost Horizon,2015,Comedy,Sci-Fi,English,USA,Legendary Pictures,A. Sharma,77,58.6,90.8,5.4,59,99795,32.2,54.9,0
1409,Crimson Storm,2015,Sci-Fi,Animation,Chinese,South Korea,Universal Pictures,S. Kim,91,95.0,70.5,7.9,68,21363,-24.5,-25.8,0
1241,Lost Empire,2015,Drama,Crime,Japanese,France,MGM,D. Okafor,111,32.8,60.2,7.4,69,17692,27.4,83.5,0
1369,Endless Vengeance,2015,Action,,French,Canada,Warner Bros,L. Garcia,132,66.2,137.3,6.1,69,505323,71.1,107.4,1
1105,Eternal Legacy,2015,Crime,Action,Hindi,China,MGM,H. Cho,117,60.5,289.4,7.7,84,17470,228.9,378.3,1
1266,Golden Echo,2015,Horror,,English,Canada,A24,S. Kim,122,21.7,132.6,5.8,54,19245,110.9,511.1,1
1065,Endless Redemption,2015,Action,Comedy,English,Australia,Lionsgate,T. Wilson,120,95.0,89.6,7.3,61,79537,-5.4,-5.7,0
1582,Shadow Redemption,2015,Animation,,English,France,20th Century Studios,T. Wilson,133,94.3,238.0,5.3,42,14243,143.7,152.4,1
1787,Golden Echo,2015,Crime,,Chinese,Canada,20th Century Studios,A. Sharma,98,68.3,112.0,5.9,65,398075,43.7,64.0,0
1730,Final Vengeance,2015,Action,,English,South Korea,Walt Disney Studios,V. Petrov,141,81.9,212.4,8.5,99,25664,130.5,159.3,1
1288,Broken Storm,2015,Animation,Crime,Spanish,India,A24,A. Sharma,108,40.4,197.7,7.1,67,41619,157.3,389.4,1
1294,Lost Redemption,2015,Adventure,,Japanese,South Korea,Paramount,V. Petrov,89,89.5,1067.4,7.2,69,38411,977.9,1092.6,1
1733,Silent Whisper,2015,Sci-Fi,Drama,Japanese,USA,20th Century Studios,P. Dubois,98,78.9,268.0,6.4,59,22035,189.1,239.7,1
1680,Eternal Empire,2016,Adventure,Romance,Korean,France,Warner Bros,R. Patel,111,129.4,169.0,7.1,72,177214,39.6,30.6,0
1219,Crimson Requiem,2016,Romance,Drama,English,Australia,Sony Pictures,V. Petrov,95,47.0,543.3,6.0,57,6685,496.3,1056.0,1
1764,Eternal Requiem,2016,Comedy,,Spanish,Australia,Warner Bros,L. Garcia,118,54.2,323.0,8.6,94,281097,268.8,495.9,1
1761,Silent Chronicles,2016,Adventure,Animation,English,France,Sony Pictures,D. Okafor,119,27.5,188.2,5.9,40,121178,160.7,584.4,1
1373,Silent Frontier,2016,Horror,Romance,English,Japan,A24,D. Okafor,138,14.1,17.5,5.4,71,8495,3.4,24.1,0
1518,Final Whisper,2016,Animation,Comedy,Spanish,China,A24,H. Cho,134,19.9,37.8,5.2,50,54342,17.9,89.9,0
1351,Broken Chronicles,2016,Drama,Horror,English,India,A24,V. Petrov,158,46.5,25.2,4.1,38,129911,-21.3,-45.8,0
1675,Hidden Kingdom,2016,Sci-Fi,Action,English,India,Legendary Pictures,R. Patel,153,91.5,273.3,6.3,65,174776,181.8,198.7,1
1129,Crimson Echo,2016,Adventure,Drama,Chinese,Australia,Paramount,B. Martinez,122,119.9,89.0,7.5,76,79000,-30.9,-25.8,0
1330,Broken Legacy,2016,Drama,,Korean,India,20th Century Studios,P. Dubois,75,22.9,113.1,6.2,58,2080,90.2,393.9,1
1137,Hidden Whisper,2016,Sci-Fi,Animation,English,USA,A24,N. Rossi,79,27.2,70.0,6.5,56,23695,42.8,157.4,1
1430,Last Echo,2016,Adventure,,Spanish,Germany,MGM,A. Sharma,90,80.2,57.8,6.4,66,42514,-22.4,-27.9,0
1169,Forgotten Requiem,2016,Thriller,,Hindi,Japan,Warner Bros,A. Sharma,143,50.6,110.5,7.8,92,5796,59.9,118.4,1
1646,Wild Odyssey,2016,Sci-Fi,,Chinese,France,Lionsgate,R. Patel,140,85.6,315.8,6.4,68,149694,230.2,268.9,1
1004,Rising Horizon,2016,Sci-Fi,Animation,Chinese,Canada,Legendary Pictures,L. Garcia,107,69.2,181.9,5.1,55,32820,112.7,162.9,1
1090,Forgotten Legacy,2016,Thriller,,English,USA,Lionsgate,S. Kim,132,29.7,107.2,7.5,67,134253,77.5,260.9,1
1050,Golden Vengeance,2016,Animation,Drama,Hindi,USA,Legendary Pictures,K. Tanaka,127,82.8,296.9,5.8,54,399574,214.1,258.6,1
1203,Endless Requiem,2016,Crime,Animation,English,USA,Warner Bros,T. Wilson,139,23.0,29.5,7.2,68,171311,6.5,28.3,0
1507,Endless Odyssey,2016,Sci-Fi,,English,South Korea,A24,T. Wilson,122,115.0,608.5,7.0,64,6103,493.5,429.1,1
1486,Broken Chronicles,2016,Drama,Sci-Fi,Korean,China,Sony Pictures,K. Tanaka,127,14.3,39.2,4.3,39,9483,24.9,174.1,1
1742,Golden Odyssey,2016,Animation,Sci-Fi,English,China,Sony Pictures,L. Garcia,109,72.3,64.1,6.1,63,86579,-8.2,-11.3,0
1771,Eternal Legacy,2016,Animation,Crime,Spanish,UK,MGM,R. Patel,122,61.9,478.5,6.9,64,3692,416.6,673.0,1
1016,Last Journey,2016,Thriller,,Chinese,USA,Universal Pictures,V. Petrov,95,46.8,239.7,6.6,68,165168,192.9,412.2,1
1707,Last Odyssey,2016,Drama,Adventure,Spanish,South Korea,Legendary Pictures,K. Tanaka,161,31.3,26.8,6.4,68,197770,-4.5,-14.4,0
1723,Dark Empire,2016,Sci-Fi,,English,Germany,A24,V. Petrov,79,43.8,62.9,5.0,51,15208,19.1,43.6,0
1617,Final Odyssey,2016,Action,,English,UK,Lionsgate,M. Chen,130,88.7,377.8,7.3,63,97493,289.1,325.9,1
1649,Lost Echo,2016,Crime,,English,Germany,20th Century Studios,H. Cho,122,20.9,39.9,7.0,66,67733,19.0,90.9,0
1636,Lost Odyssey,2016,Animation,,English,China,Paramount,R. Patel,75,87.7,193.0,5.1,53,42737,105.3,120.1,1
1565,Eternal Echo,2016,Romance,Comedy,French,France,Universal Pictures,J. Nolan,113,24.4,19.9,5.5,49,34274,-4.5,-18.4,0
1366,Wild Horizon,2016,Horror,,Japanese,UK,Lionsgate,E. Muller,98,21.2,37.3,7.6,66,74273,16.1,75.9,0
1380,Endless Chronicles,2016,Action,Animation,Japanese,UK,Warner Bros,A. Sharma,108,41.1,57.7,8.4,66,78257,16.6,40.4,0
1064,Golden Requiem,2016,Adventure,Romance,Hindi,China,Lionsgate,M. Chen,84,133.5,57.7,7.5,76,80452,-75.8,-56.8,0
1040,Silent Vengeance,2016,Romance,,English,Canada,Paramount,D. Okafor,142,35.5,70.6,7.0,52,52481,35.1,98.9,0
1035,Eternal Odyssey,2016,Horror,Sci-Fi,Hindi,Canada,Legendary Pictures,K. Tanaka,105,24.9,223.3,5.6,54,12121,198.4,796.8,1
1038,Endless Redemption,2016,Romance,,English,Australia,Warner Bros,R. Patel,112,13.4,66.1,5.7,65,52008,52.7,393.3,1
1044,Dark Whisper,2016,Sci-Fi,,French,China,Warner Bros,H. Cho,131,36.0,28.0,5.9,73,51519,-8.0,-22.2,0
1005,Rising Dawn,2016,Animation,Thriller,English,France,Warner Bros,E. Muller,113,47.4,58.3,4.7,61,19968,10.9,23.0,0
1610,Golden Chronicles,2017,Action,Drama,French,South Korea,20th Century Studios,L. Garcia,113,62.1,46.3,6.0,61,39869,-15.8,-25.4,0
1580,Wild Journey,2017,Action,,Hindi,China,MGM,K. Tanaka,94,89.6,66.7,6.6,60,5400,-22.9,-25.6,0
1355,Endless Requiem,2017,Action,,Hindi,UK,Walt Disney Studios,P. Dubois,139,64.4,421.0,5.6,52,32238,356.6,553.7,1
1118,Last Kingdom,2017,Sci-Fi,Crime,Chinese,Germany,Legendary Pictures,K. Tanaka,169,18.2,19.2,7.7,71,107827,1.0,5.5,0
1335,Shadow Requiem,2017,Comedy,,French,France,20th Century Studios,B. Martinez,124,55.6,597.5,5.6,63,141797,541.9,974.6,1
1470,Endless Whisper,2017,Sci-Fi,,Chinese,India,20th Century Studios,H. Cho,118,22.1,173.3,6.5,60,11046,151.2,684.2,1
1186,Crimson Redemption,2017,Drama,,French,China,20th Century Studios,H. Cho,169,28.1,76.8,7.7,73,64126,48.7,173.3,1
1089,Shadow Dawn,2017,Sci-Fi,,Korean,China,Walt Disney Studios,T. Wilson,92,19.4,45.8,7.5,79,17978,26.4,136.1,1
1681,Crimson Whisper,2017,Drama,,French,France,Lionsgate,R. Patel,128,11.5,18.0,6.9,76,66094,6.5,56.5,0
1527,Dark Empire,2017,Animation,Comedy,Chinese,India,Lionsgate,E. Muller,122,119.9,332.9,6.7,64,44329,213.0,177.6,1
1751,Silent Requiem,2017,Comedy,,Spanish,South Korea,Paramount,R. Patel,106,51.7,171.9,7.7,80,74034,120.2,232.5,1
1317,Silent Chronicles,2017,Romance,Drama,Spanish,South Korea,A24,K. Tanaka,100,12.8,199.6,9.1,99,133242,186.8,1459.4,1
1295,Final Whisper,2017,Romance,Animation,Spanish,USA,20th Century Studios,J. Nolan,130,15.7,36.0,5.2,44,54618,20.3,129.3,1
1121,Wild Odyssey,2017,Crime,Drama,English,India,MGM,H. Cho,78,66.5,268.1,6.5,67,19666,201.6,303.2,1
1107,Broken Legacy,2017,Thriller,Horror,Japanese,Australia,A24,D. Okafor,122,55.2,113.4,6.0,53,317028,58.2,105.4,1
1794,Broken Horizon,2017,Action,Sci-Fi,English,USA,20th Century Studios,H. Cho,115,102.6,557.2,7.0,55,504609,454.6,443.1,1
1213,Lost Journey,2017,Drama,Action,Hindi,Canada,Legendary Pictures,A. Sharma,88,30.2,82.4,6.6,68,45189,52.2,172.8,1
1009,Golden Journey,2017,Adventure,Action,Korean,India,Universal Pictures,T. Wilson,110,130.8,131.1,6.4,77,5401,0.3,0.2,0
1358,Last Horizon,2017,Romance,Comedy,English,China,Walt Disney Studios,V. Petrov,144,35.2,31.3,6.2,69,39843,-3.9,-11.1,0
1232,Broken Chronicles,2017,Romance,Sci-Fi,Hindi,India,Paramount,B. Martinez,110,20.2,27.5,4.7,53,22607,7.3,36.1,0
